Day          ,00      ,01      ,02      ,03      ,04      ,05      ,06      ,07      ,08      ,09      ,10      ,14.37      ,12      ,13      ,14      ,15      ,16      ,17      ,18      ,19      ,20       ,21      ,22      ,23
Mon          , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 14.37 , 14.37 , 14.37
Tue          , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 14.37 , 14.37 , 14.37
Wed          , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 14.37 , 14.37 , 14.37
Thu          , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 14.37 , 14.37 , 14.37
Fri          , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 14.37 , 14.37 , 14.37
Sat          , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 14.37 , 14.37 , 14.37
Sun          , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 14.37 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 30.27 , 14.37 , 14.37 , 14.37
Daily Charge ,120
