Day          ,00      ,01      ,02      ,03      ,04      ,05      ,06      ,07      ,08      ,09      ,10      ,11.57      ,12      ,13      ,14      ,15      ,16      ,17      ,18      ,19      ,20       ,21      ,22      ,23
Mon          , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 11.57 , 11.57 , 11.57
Tue          , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 11.57 , 11.57 , 11.57
Wed          , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 11.57 , 11.57 , 11.57
Thu          , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 11.57 , 11.57 , 11.57
Fri          , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 11.57 , 11.57 , 11.57
Sat          , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 11.57 , 11.57 , 11.57
Sun          , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 27.37 , 11.57 , 11.57 , 11.57
Daily Charge ,192.9
